"cust.id"	"income"	"num.vehicles"	"age"	"age.normalized"	"Median.Income"	"income.norm"	"gp"	"income.lt.30K"	"age.range"
"233"	908176	10100	0	76	1.28821645979816	47353	0.213291660507254	0.0163752217777073	TRUE	"(65,Inf]"
"401"	816872	41000	2	72	1.07616598558625	66928	0.612598613435334	0.764244930585846	FALSE	"(65,Inf]"
"590"	864947	22700	1	67	0.811102892821348	68071	0.333475341922405	0.33097833651118	TRUE	"(65,Inf]"
"629"	141492	0	3	34	-0.938313519426975	44819	0	0.819989105919376	TRUE	"(25,65]"
"911"	335080	10000	2	28	-1.25638923074485	41979	0.238214345267872	0.78728968068026	TRUE	"(25,65]"
"711"	1052064	1e+05	1	33	-0.991326137979955	44393	2.25260739305746	0.686000728979707	FALSE	"(25,65]"
"264"	949925	790	2	44	-0.408187333897181	49293	0.0160266163552634	0.636781509267166	TRUE	"(25,65]"
"196"	419951	12000	2	21	-1.62747756061571	56895	0.210914843132085	0.960373319219798	TRUE	"[0,25]"
"321"	210427	12600	3	78	1.39424169690412	55534	0.226888032556632	0.499618922593072	TRUE	"(65,Inf]"
"379"	924426	65000	2	37	-0.779275663768037	44484	1.46119953241615	0.0229021685663611	FALSE	"(25,65]"
"733"	756892	53000	2	68	0.864115511374327	52176	1.01579270162527	0.672277484321967	FALSE	"(65,Inf]"
"813"	252100	273000	2	52	0.0159136145266553	52758	5.1745706812237	0.974701031809673	FALSE	"(25,65]"
"455"	561588	60000	4	54	0.121938851632614	62634	0.957946163425615	0.655160155380145	FALSE	"(25,65]"
"447"	191018	13200	4	64	0.652065037162409	62634	0.210748155953635	0.261835240758955	TRUE	"(25,65]"
"85"	8322	180000	1	40	-0.620237808109099	39832	4.51897971480217	0.781613930361345	FALSE	"(25,65]"
"257"	863443	9000	2	48	-0.196136859685263	49293	0.182581705313128	0.131517002359033	TRUE	"(25,65]"
"277"	726057	53000	5	52	0.0159136145266553	49293	1.07520337573286	0.23205910040997	FALSE	"(25,65]"
"951"	304200	0	1	53	0.0689262330796348	53914	0	0.587694633053616	TRUE	"(25,65]"
"58"	819436	56800	1	81	1.55327955256306	39832	1.42598915444868	0.301192527636886	FALSE	"(65,Inf]"
"651"	596523	80000	1	31	-1.09735137508591	44819	1.78495727258529	0.0465468668844551	FALSE	"(25,65]"
"407"	988264	5000	5	55	0.174951470185594	66928	0.0747071479799187	0.574410915141925	TRUE	"(25,65]"
"400"	609449	53010	2	83	1.65930478966902	66928	0.792045182883098	0.0347844331990927	FALSE	"(65,Inf]"
"607"	1267400	25000	0	70	0.970140748480286	44819	0.557799147682902	0.311605980154127	TRUE	"(65,Inf]"
"12"	884334	51000	2	52	0.0159136145266553	52371	0.973821389700407	0.703088565962389	FALSE	"(25,65]"
"920"	22295	14400	3	54	0.121938851632614	41979	0.343028657185736	0.820166015066206	TRUE	"(25,65]"
"476"	912196	14500	0	84	1.712317408222	50118	0.289317211381141	0.949429118540138	TRUE	"(65,Inf]"
"514"	667156	40000	1	46	-0.302162096791222	37427	1.06874716114035	0.332851046929136	FALSE	"(25,65]"
"504"	607766	19000	1	49	-0.143124241132283	37427	0.507654901541668	0.608585765818134	TRUE	"(25,65]"
"519"	588705	9600	1	84	1.712317408222	37427	0.256499318673685	0.712390626780689	TRUE	"(65,Inf]"
"11"	1036358	44500	1	48	-0.196136859685263	52371	0.849706898856237	0.177803508238867	FALSE	"(25,65]"
"142"	535114	0	1	50	-0.0901116225793037	39832	0	0.470489636296406	TRUE	"(25,65]"
"831"	646808	36000	0	40	-0.620237808109099	52758	0.682360968952576	0.0287545416504145	FALSE	"(25,65]"
"647"	1089530	48000	1	54	0.121938851632614	44819	1.07097436355117	0.585573308635503	FALSE	"(25,65]"
"539"	867842	27400	1	75	1.23520384124518	52498	0.521924644748371	0.57046754960902	TRUE	"(65,Inf]"
"119"	932574	12500	0	66	0.758090274268368	39832	0.313818035750151	0.963035713648424	TRUE	"(65,Inf]"
"337"	236880	6000	1	39	-0.673250426662078	52781	0.113677270229818	0.0754588649142534	TRUE	"(25,65]"
"55"	569414	50600	1	57	0.280976707291553	39832	1.27033540871661	0.738656315486878	FALSE	"(25,65]"
"431"	1255530	2400	1	50	-0.0901116225793037	62634	0.0383178465370246	0.0515295220538974	TRUE	"(25,65]"
"193"	1005559	82800	2	63	0.59905241860943	56895	1.45531241761139	0.912562798010185	FALSE	"(25,65]"
"631"	499637	12000	NA	93	2.18943097519881	44819	0.267743590887793	0.242546504363418	TRUE	"(65,Inf]"
"510"	184170	68800	3	70	0.970140748480286	37427	1.83824511716141	0.761827650014311	FALSE	"(65,Inf]"
"262"	1088407	180000	2	36	-0.832288282321016	49293	3.65163410626255	0.448829790577292	FALSE	"(25,65]"
"902"	595796	93400	2	82	1.60629217111604	41979	2.22492198480192	0.979105778504163	FALSE	"(65,Inf]"
"835"	525942	10400	0	78	1.39424169690412	52758	0.197126502141855	0.254741317592561	TRUE	"(65,Inf]"
"730"	624593	285000	2	54	0.121938851632614	52176	5.46228150873965	0.00130100012756884	FALSE	"(25,65]"
"486"	220142	0	NA	18	-1.78651541627465	50118	0	0.49524627556093	TRUE	"[0,25]"
"437"	1048652	1400	1	77	1.34122907835114	62634	0.0223520771465977	0.553268329240382	TRUE	"(65,Inf]"
"74"	90863	285020	3	37	-0.779275663768037	39832	7.15555332396063	0.544029082171619	FALSE	"(25,65]"
"40"	799565	1600	NA	23	-1.52145232350975	39832	0.0401687085760193	0.280219412175938	TRUE	"[0,25]"
"916"	1329913	12400	0	64	0.652065037162409	41979	0.295385788132161	0.198163105873391	TRUE	"(25,65]"
"988"	1105503	52200	4	62	0.54603980005645	41073	1.2709078956979	0.479849777184427	FALSE	"(25,65]"
"729"	94743	299000	2	64	0.652065037162409	52176	5.73060410916897	0.135415639728308	FALSE	"(25,65]"
"765"	1356541	0	1	21	-1.62747756061571	52176	0	0.0788698685355484	TRUE	"[0,25]"
"507"	77312	37200	2	35	-0.885300900873996	37427	0.993934859860529	0.447069507790729	FALSE	"(25,65]"
"280"	1321154	8000	NA	83	1.65930478966902	49293	0.162294849167225	0.520752758253366	TRUE	"(65,Inf]"
"972"	491280	127000	3	61	0.493027181503471	64095	1.98143380918948	0.824316111160442	FALSE	"(25,65]"
"790"	1227678	150000	2	52	0.0159136145266553	52758	2.84317070396907	0.125010177027434	FALSE	"(25,65]"
"585"	237048	25000	3	72	1.07616598558625	68187	0.366638802117706	0.184772543143481	TRUE	"(65,Inf]"
"808"	1219346	0	NA	23	-1.52145232350975	52758	0	0.715064522344619	TRUE	"[0,25]"
"153"	1201949	25300	4	83	1.65930478966902	39832	0.635167704358305	0.464297051541507	TRUE	"(65,Inf]"
"224"	774920	71000	4	43	-0.46119995245016	47353	1.49937701940743	0.279063415247947	FALSE	"(25,65]"
"540"	809267	91500	2	62	0.54603980005645	55559	1.64689789233068	0.68019501469098	FALSE	"(25,65]"
"108"	814516	36000	1	27	-1.30940184929783	39832	0.903795942960434	0.935929665109143	FALSE	"(25,65]"
"327"	69062	120300	4	59	0.387001944397512	47526	2.53124605479106	0.245794476009905	FALSE	"(25,65]"
"575"	606307	120000	2	38	-0.726263045215058	68187	1.75986625016499	0.544586888514459	FALSE	"(25,65]"
"534"	1359790	79950	2	67	0.811102892821348	43607	1.83342123970922	0.214643571060151	FALSE	"(65,Inf]"
"561"	898396	45000	3	47	-0.249149478238242	68187	0.65994984381187	0.169206992723048	FALSE	"(25,65]"
"884"	800960	258000	2	68	0.864115511374327	50977	5.06110598897542	0.9873482293915	FALSE	"(65,Inf]"
"391"	1114096	33500	1	46	-0.302162096791222	49572	0.675784717179053	0.15344602894038	FALSE	"(25,65]"
"656"	1328836	54100	2	86	1.81834264532796	44819	1.2070773555858	0.383572117658332	FALSE	"(65,Inf]"
"869"	1072259	10500	1	60	0.440014562950491	50977	0.205975243737372	0.845180949661881	TRUE	"(25,65]"
"219"	479327	6400	2	37	-0.779275663768037	47353	0.135155111608557	0.163363111205399	TRUE	"(25,65]"
"662"	860763	66000	3	49	-0.143124241132283	44819	1.47258974988286	0.343786637298763	FALSE	"(25,65]"
"147"	265299	65500	2	69	0.917128129927307	39832	1.64440650733079	0.0677385369781405	FALSE	"(65,Inf]"
"738"	714135	56200	1	40	-0.620237808109099	52176	1.0771235817234	0.0416879653930664	FALSE	"(25,65]"
"61"	752338	285000	2	34	-0.938313519426975	39832	7.15505121510343	0.897711215773597	FALSE	"(25,65]"
"803"	1108230	30400	1	64	0.652065037162409	52758	0.576215929337731	0.815306109841913	FALSE	"(25,65]"
"24"	211330	12200	1	78	1.39424169690412	65720	0.185636031649422	0.581485864240676	TRUE	"(65,Inf]"
"558"	560783	0	NA	37	-0.779275663768037	68187	0	0.722860291600227	TRUE	"(25,65]"
"494"	85398	21600	6	44	-0.408187333897181	58094	0.371811202533824	0.654553825501353	TRUE	"(25,65]"
"92"	31710	397000	2	55	0.174951470185594	39832	9.96686081542478	0.305551808094606	FALSE	"(25,65]"
"129"	1371785	44900	4	47	-0.249149478238242	39832	1.12723438441454	0.259826339548454	FALSE	"(25,65]"
"536"	1082333	45000	2	50	-0.0901116225793037	52498	0.857175511448055	0.505580645054579	FALSE	"(25,65]"
"25"	399150	50000	3	38	-0.726263045215058	65720	0.76080340839927	0.140432364074513	FALSE	"(25,65]"
"646"	374930	0	NA	55	0.174951470185594	44819	0	0.215367494849488	TRUE	"(25,65]"
"777"	991794	14600	1	93	2.18943097519881	48567	0.300615644367575	0.382882529869676	TRUE	"(65,Inf]"
"793"	14989	9400	2	44	-0.408187333897181	52758	0.178172030782061	0.123055104864761	TRUE	"(25,65]"
"405"	1386114	40000	2	41	-0.567225189556119	66928	0.59765718383935	0.38005478028208	FALSE	"(25,65]"
"851"	1218268	0	1	57	0.280976707291553	52103	0	0.146696971263736	TRUE	"(25,65]"
"309"	926808	17000	2	42	-0.51421257100314	55534	0.306118774084345	0.889064216054976	TRUE	"(25,65]"
"190"	679084	29200	1	88	1.92436788243392	56895	0.513226118288075	0.27912106923759	TRUE	"(65,Inf]"
"816"	900986	95050	1	33	-0.991326137979955	52758	1.8016225027484	0.609770470065996	FALSE	"(25,65]"
"267"	42374	7800	1	65	0.705077655715389	49293	0.158237477938044	0.522491398034617	TRUE	"(25,65]"
"690"	568892	9600	0	86	1.81834264532796	52683	0.182221969136154	0.936175842070952	TRUE	"(65,Inf]"
"350"	773461	1e+05	4	52	0.0159136145266553	48451	2.06394088873295	0.682608117815107	FALSE	"(25,65]"
"330"	519446	19500	0	70	0.970140748480286	47526	0.410301729579599	0.548829431179911	TRUE	"(65,Inf]"
"261"	1333775	22250	3	40	-0.620237808109099	49293	0.451382549246343	0.622184411389753	TRUE	"(25,65]"
"368"	186808	33600	4	61	0.493027181503471	43860	0.766073871409029	0.159600029233843	FALSE	"(25,65]"
"177"	975187	46000	3	48	-0.196136859685263	61154	0.752199365536187	0.579693423118442	FALSE	"(25,65]"
"360"	705752	34300	1	71	1.02315336703327	43860	0.78203374373005	0.140466212760657	FALSE	"(65,Inf]"
"451"	851744	55000	2	24	-1.46843970495677	62634	0.878117316473481	0.313486883416772	FALSE	"[0,25]"
"251"	151876	18900	1	86	1.81834264532796	49293	0.383421581157568	0.773620499530807	TRUE	"(65,Inf]"
"304"	985415	39000	1	55	0.174951470185594	55534	0.702272481722908	0.892379270633683	FALSE	"(25,65]"
"700"	360674	10001	2	38	-0.726263045215058	52683	0.189833532638612	0.89419570681639	TRUE	"(25,65]"
"154"	904673	0	4	52	0.0159136145266553	59209	0	0.425514472648501	TRUE	"(25,65]"
"199"	965058	6000	1	28	-1.25638923074485	56895	0.105457421566043	0.247354248771444	TRUE	"(25,65]"
"728"	1213329	137000	1	44	-0.408187333897181	52176	2.62572830420117	0.233876825077459	FALSE	"(25,65]"
"83"	223773	10200	1	74	1.1821912226922	39832	0.256075517172123	0.141949917888269	TRUE	"(65,Inf]"
"672"	1115937	12500	0	58	0.333989325844532	44819	0.278899573841451	0.398018376203254	TRUE	"(25,65]"
"924"	445937	69900	1	86	1.81834264532796	41979	1.66511827342243	0.648316842038184	FALSE	"(65,Inf]"
"57"	1175925	0	5	59	0.387001944397512	39832	0	0.0843284474685788	TRUE	"(25,65]"
"386"	174248	29300	3	68	0.864115511374327	49572	0.591059469055112	0.0909767937846482	TRUE	"(65,Inf]"
"444"	36825	17500	2	35	-0.885300900873996	62634	0.279400964332471	0.555028432281688	TRUE	"(25,65]"
"141"	1133846	75000	5	47	-0.249149478238242	39832	1.8829082145009	0.577939256560057	FALSE	"(25,65]"
"907"	82503	70000	2	69	0.917128129927307	41979	1.6675004168751	0.567025171360001	FALSE	"(65,Inf]"
"958"	1369460	0	3	50	-0.0901116225793037	53914	0	0.550434608245268	TRUE	"(25,65]"
"538"	181754	34200	4	49	-0.143124241132283	52498	0.651453388700522	0.0390811844263226	FALSE	"(25,65]"
"169"	458265	15000	1	58	0.333989325844532	61154	0.245282401805278	0.978771799476817	TRUE	"(25,65]"
"854"	423279	24000	3	42	-0.51421257100314	54879	0.437325753020281	0.904111584881321	TRUE	"(25,65]"
"548"	1072827	48000	4	64	0.652065037162409	68187	0.703946500065995	0.0297780332621187	FALSE	"(25,65]"
"709"	403690	34020	2	50	-0.0901116225793037	52683	0.645749103126246	0.541060930350795	FALSE	"(25,65]"
"156"	1390506	76000	2	33	-0.991326137979955	59209	1.28358864361837	0.884069669991732	FALSE	"(25,65]"
"122"	1159665	37000	4	46	-0.302162096791222	39832	0.928901385820446	0.277308323420584	FALSE	"(25,65]"
"29"	874159	7500	2	47	-0.249149478238242	48484	0.154690207078624	0.769732312299311	TRUE	"(25,65]"
"21"	1372296	62000	1	62	0.54603980005645	65720	0.943396226415094	0.369414650602266	FALSE	"(25,65]"
"43"	1245912	14000	1	28	-1.25638923074485	39832	0.351476200040169	0.172903408762068	TRUE	"(25,65]"
"493"	668750	1200	NA	24	-1.46843970495677	58094	0.0206561779185458	0.65740091027692	TRUE	"[0,25]"
"331"	979736	32000	3	36	-0.832288282321016	47526	0.67331565879729	0.126761788036674	FALSE	"(25,65]"
"563"	250108	90000	2	31	-1.09735137508591	68187	1.31989968762374	0.300835078582168	FALSE	"(25,65]"
"279"	1284555	191500	2	41	-0.567225189556119	49293	3.88493295194044	0.175640410277992	FALSE	"(25,65]"
"770"	445985	43000	1	56	0.227964088738573	52176	0.824133701318614	0.00587039836682379	FALSE	"(25,65]"
"913"	997940	0	2	27	-1.30940184929783	41979	0	0.664095979882404	TRUE	"(25,65]"
"970"	1058755	37000	1	59	0.387001944397512	64095	0.577268117637881	0.594279781915247	FALSE	"(25,65]"
"97"	1412971	43400	1	88	1.92436788243392	39832	1.08957622012452	0.553328840993345	FALSE	"(65,Inf]"
"796"	1223510	19600	2	76	1.28821645979816	52758	0.371507638651958	0.809486339334399	TRUE	"(65,Inf]"
"503"	822729	62130	2	67	0.811102892821348	58094	1.06947361173271	0.833895905176178	FALSE	"(65,Inf]"
"772"	502764	71000	1	47	-0.249149478238242	48567	1.46189799658204	0.736829543253407	FALSE	"(25,65]"
"36"	55992	0	1	38	-0.726263045215058	48484	0	0.268570262240246	TRUE	"(25,65]"
"202"	571834	19200	1	29	-1.20337661219187	56895	0.337463749011337	0.373809243319556	TRUE	"(25,65]"
"484"	938913	47000	1	61	0.493027181503471	50118	0.93778682309749	0.308629525126889	FALSE	"(25,65]"
"485"	612779	382000	2	49	-0.143124241132283	50118	7.62201205155832	0.731882397085428	FALSE	"(25,65]"
"553"	478228	98900	4	64	0.652065037162409	68187	1.45042310117764	0.549692630534992	FALSE	"(25,65]"
"922"	97247	70500	1	78	1.39424169690412	41979	1.6794111341385	0.757571021327749	FALSE	"(65,Inf]"
"751"	74447	162000	4	33	-0.991326137979955	52176	3.1048758049678	0.891920553753152	FALSE	"(25,65]"
"468"	228513	412000	3	47	-0.249149478238242	62634	6.57789698885589	0.939883785089478	FALSE	"(25,65]"
"477"	1171408	9000	3	33	-0.991326137979955	50118	0.179576200167604	0.242689032107592	TRUE	"(25,65]"
"845"	991888	67000	1	93	2.18943097519881	52758	1.26994958110618	0.121104223420843	FALSE	"(65,Inf]"
"250"	1024624	31900	1	62	0.54603980005645	49293	0.647150711054308	0.360588794341311	FALSE	"(25,65]"
"739"	537484	28000	3	51	-0.0370990040263242	52176	0.536645200858632	0.94114077091217	TRUE	"(25,65]"
"586"	715902	160000	4	51	-0.0370990040263242	68187	2.34648833355332	0.640738147543743	FALSE	"(25,65]"
"899"	768162	190000	2	57	0.280976707291553	41979	4.52607256008957	0.26227491768077	FALSE	"(25,65]"
"528"	491389	10000	2	51	-0.0370990040263242	49615	0.201551950015116	0.184535802807659	TRUE	"(25,65]"
"381"	361968	27200	1	68	0.864115511374327	44484	0.611455804334143	0.0883820231538266	TRUE	"(65,Inf]"
"298"	655940	35780	2	62	0.54603980005645	49293	0.725863712900412	0.436104672960937	FALSE	"(25,65]"
"732"	733069	48400	1	45	-0.355174715344201	52176	0.927629561484207	0.598011549329385	FALSE	"(25,65]"
"926"	1034994	10400	2	57	0.280976707291553	41979	0.247742919078587	0.0226988790091127	TRUE	"(25,65]"
"406"	1029778	11200	2	84	1.712317408222	66928	0.167344011475018	0.119330136338249	TRUE	"(65,Inf]"
"135"	885269	32500	3	50	-0.0901116225793037	39832	0.815926892950392	0.398000883171335	FALSE	"(25,65]"
"434"	685994	21100	2	63	0.59905241860943	62634	0.336877734138008	0.827593691414222	TRUE	"(25,65]"
"741"	308107	1800	1	54	0.121938851632614	52176	0.0344986200551978	0.595350703690201	TRUE	"(25,65]"
"933"	395888	10800	1	29	-1.20337661219187	41979	0.257271492889302	0.92394910659641	TRUE	"(25,65]"
"307"	821107	53900	3	68	0.864115511374327	55534	0.970576583714481	0.077236577635631	FALSE	"(65,Inf]"
"844"	737283	0	2	61	0.493027181503471	52758	0	0.473542851861566	TRUE	"(25,65]"
"864"	1307013	0	5	55	0.174951470185594	54879	0	0.982177724596113	TRUE	"(25,65]"
"73"	210241	10000	1	29	-1.20337661219187	39832	0.251054428600121	0.36808334919624	TRUE	"(25,65]"
"383"	254969	42200	1	57	0.280976707291553	49572	0.851287016864359	0.474691207753494	FALSE	"(25,65]"
"254"	343235	24000	1	32	-1.04433875653293	49293	0.486884547501674	0.894867769442499	TRUE	"(25,65]"
"102"	459429	60000	3	38	-0.726263045215058	39832	1.50632657160072	0.310125760501251	FALSE	"(25,65]"
"165"	102269	14400	1	84	1.712317408222	61154	0.235471105733067	0.955143906874582	TRUE	"(65,Inf]"
"665"	1414286	20900	2	36	-0.832288282321016	44819	0.466320087462906	0.301349499728531	TRUE	"(25,65]"
"112"	433755	60000	3	85	1.76533002677498	39832	1.50632657160072	0.836626019328833	FALSE	"(65,Inf]"
"34"	356688	27000	1	26	-1.36241446785081	48484	0.556884745483046	0.657367538195103	TRUE	"(25,65]"
"525"	182072	0	1	45	-0.355174715344201	37427	0	0.988620259100571	TRUE	"(25,65]"
"289"	986039	42000	1	36	-0.832288282321016	49293	0.852047958127929	0.327466034097597	FALSE	"(25,65]"
"458"	649827	5500	NA	89	1.9773805009869	62634	0.0878117316473481	0.254538513021544	TRUE	"(65,Inf]"
"842"	84879	29800	2	42	-0.51421257100314	52758	0.564843246521854	0.618655497441068	TRUE	"(25,65]"
"512"	1380075	248500	1	81	1.55327955256306	37427	6.63959173858444	0.0255443016067147	FALSE	"(65,Inf]"
"50"	390273	27100	2	64	0.652065037162409	39832	0.680357501506327	0.416211585048586	TRUE	"(25,65]"
"832"	518899	148000	3	49	-0.143124241132283	52758	2.80526176124948	0.332072179066017	FALSE	"(25,65]"
"341"	685624	16000	2	45	-0.355174715344201	52781	0.303139387279513	0.711808498715982	TRUE	"(25,65]"
"428"	975652	61000	1	35	-0.885300900873996	62634	0.973911932816042	0.983758529182523	FALSE	"(25,65]"
"378"	1213106	60000	2	38	-0.726263045215058	44484	1.34879956838414	0.632149898214266	FALSE	"(25,65]"
"162"	757404	22000	3	35	-0.885300900873996	59209	0.371565133679002	0.125345644541085	TRUE	"(25,65]"
"982"	970098	19000	2	65	0.705077655715389	41073	0.462590996518394	0.277478304691613	TRUE	"(25,65]"
"841"	604839	150000	2	25	-1.41542708640379	52758	2.84317070396907	0.278984291478992	FALSE	"[0,25]"
"339"	182146	40000	1	35	-0.885300900873996	52781	0.757848468198784	0.655680152354762	FALSE	"(25,65]"
"639"	1185185	19000	1	71	1.02315336703327	44819	0.423927352239006	0.112095572054386	TRUE	"(65,Inf]"
"633"	1036746	33100	2	65	0.705077655715389	44819	0.738526071532163	0.575468497350812	FALSE	"(25,65]"
"522"	1408280	18000	4	52	0.0159136145266553	37427	0.480936222513159	0.452314446447417	TRUE	"(25,65]"
"377"	580304	32000	2	52	0.0159136145266553	44484	0.719359769804874	0.342791036237031	FALSE	"(25,65]"
"518"	532940	62000	2	33	-0.991326137979955	37427	1.65655809976755	0.340968672651798	FALSE	"(25,65]"
"919"	927129	16500	6	32	-1.04433875653293	41979	0.393053669691989	0.588354306528345	TRUE	"(25,65]"
"743"	1031473	259300	4	65	0.705077655715389	52176	4.96971787795155	0.836640226421878	FALSE	"(25,65]"
"191"	1262812	60000	2	70	0.970140748480286	56895	1.05457421566043	0.178184511838481	FALSE	"(65,Inf]"
"576"	1393413	9100	1	64	0.652065037162409	68187	0.133456523970845	0.11696634744294	TRUE	"(25,65]"
"161"	1274592	224000	2	83	1.65930478966902	59209	3.78320863382256	0.761109014740214	FALSE	"(65,Inf]"
"735"	832949	54000	1	42	-0.51421257100314	52176	1.03495860165593	0.0974758209194988	FALSE	"(25,65]"
"834"	870169	30000	1	36	-0.832288282321016	52758	0.568634140793813	0.868112850002944	FALSE	"(25,65]"
"707"	482611	50000	0	24	-1.46843970495677	52683	0.949072755917469	0.468543671537191	FALSE	"[0,25]"
"93"	878882	76000	0	33	-0.991326137979955	39832	1.90801365736092	0.989806043915451	FALSE	"(25,65]"
"687"	2073	0	3	40	-0.620237808109099	52683	0	0.148455428658053	TRUE	"(25,65]"
"883"	1143785	145000	2	50	-0.0901116225793037	50977	2.84442003256371	0.500998986884952	FALSE	"(25,65]"
"828"	1234349	68400	1	29	-1.20337661219187	52758	1.29648584100989	0.527963585918769	FALSE	"(25,65]"
"774"	1215332	42000	2	64	0.652065037162409	48567	0.864784730372475	0.569172455463558	FALSE	"(25,65]"
"88"	862412	120000	2	75	1.23520384124518	39832	3.01265314320145	0.825774352066219	FALSE	"(65,Inf]"
"366"	712409	35000	4	41	-0.567225189556119	43860	0.797993616051072	0.972696157405153	FALSE	"(25,65]"
"583"	1210039	48000	0	48	-0.196136859685263	68187	0.703946500065995	0.279270185623318	FALSE	"(25,65]"
"439"	1407916	30000	1	46	-0.302162096791222	62634	0.478973081712808	0.349138703430071	FALSE	"(25,65]"
"140"	394790	69040	3	75	1.23520384124518	39832	1.73327977505523	0.831835246179253	FALSE	"(65,Inf]"
"310"	318348	40000	4	55	0.174951470185594	55534	0.720279468433752	0.784470293438062	FALSE	"(25,65]"
"677"	1212823	328000	3	37	-0.779275663768037	44819	7.31832481759968	0.875841186149046	FALSE	"(25,65]"
"356"	863276	19000	1	46	-0.302162096791222	43860	0.433196534427725	0.770691817393526	TRUE	"(25,65]"
"59"	1225838	75000	2	62	0.54603980005645	39832	1.8829082145009	0.707371695199981	FALSE	"(25,65]"
"814"	844007	0	NA	46	-0.302162096791222	52758	0	0.601808254607022	TRUE	"(25,65]"
"758"	1172770	74500	2	62	0.54603980005645	52176	1.42785955228458	0.11104046087712	FALSE	"(25,65]"
"868"	52436	139000	2	46	-0.302162096791222	43566	3.19056144699995	0.0620477248448879	FALSE	"(25,65]"
"830"	49496	94400	2	88	1.92436788243392	52758	1.78930209636453	0.969727835385129	FALSE	"(65,Inf]"
"453"	284973	19000	2	30	-1.15036399363889	62634	0.303349618418112	0.0298818848095834	TRUE	"(25,65]"
"301"	220205	96000	1	38	-0.726263045215058	55534	1.72867072424101	0.033060037298128	FALSE	"(25,65]"
"703"	1111699	117200	4	40	-0.620237808109099	52683	2.22462653987055	0.803965450963005	FALSE	"(25,65]"
"624"	957083	30400	0	64	0.652065037162409	44819	0.678283763582409	0.370135989738628	FALSE	"(25,65]"
"498"	728498	120000	1	52	0.0159136145266553	58094	2.06561779185458	0.191364619415253	FALSE	"(25,65]"
"781"	269836	22400	1	77	1.34122907835114	48137	0.465338512994163	0.528189464239404	TRUE	"(65,Inf]"
"612"	1121810	57700	1	80	1.50026693401008	44819	1.28740043285214	0.429906387580559	FALSE	"(65,Inf]"
"1000"	1117486	33700	1	64	0.652065037162409	53605	0.628672698442309	0.450232650851831	FALSE	"(25,65]"
"84"	517696	6300	2	56	0.227964088738573	39832	0.158164290018076	0.981940978439525	TRUE	"(25,65]"
"862"	635574	70000	2	32	-1.04433875653293	54879	1.27553344630915	0.843989668879658	FALSE	"(25,65]"
"27"	748153	34200	1	58	0.333989325844532	48484	0.705387344278525	0.859183492138982	FALSE	"(25,65]"
"105"	549068	75100	2	42	-0.51421257100314	39832	1.8854187587869	0.433768983697519	FALSE	"(25,65]"
"318"	1283783	40000	1	63	0.59905241860943	55534	0.720279468433752	0.535026264609769	FALSE	"(25,65]"
"952"	1264160	34400	1	80	1.50026693401008	53914	0.638053195830397	0.890066568739712	FALSE	"(65,Inf]"
"769"	821682	40000	2	62	0.54603980005645	52176	0.766636001226618	0.191922169411555	FALSE	"(25,65]"
"475"	1160167	41500	2	74	1.1821912226922	50118	0.828045811883954	0.427935094106942	FALSE	"(65,Inf]"
"903"	40449	13000	3	84	1.712317408222	41979	0.309678648848234	0.922122527379543	TRUE	"(65,Inf]"
"374"	1150024	36000	2	37	-0.779275663768037	44484	0.809279741030483	0.99412153987214	FALSE	"(25,65]"
"849"	272748	60000	3	44	-0.408187333897181	52758	1.13726828158763	0.663729418534786	FALSE	"(25,65]"
"701"	492789	0	2	60	0.440014562950491	52683	0	0.951981513295323	TRUE	"(25,65]"
"570"	517253	141000	2	60	0.440014562950491	68187	2.06784284394386	0.124624404124916	FALSE	"(25,65]"
"509"	739654	45600	3	50	-0.0901116225793037	37427	1.2183717637	0.136834026779979	FALSE	"(25,65]"
"30"	1200487	0	NA	36	-0.832288282321016	48484	0	0.978434404125437	TRUE	"(25,65]"
"820"	980947	2400	2	20	-1.68049017916869	52758	0.0454907312635051	0.00618418073281646	TRUE	"[0,25]"
"53"	78476	76000	4	60	0.440014562950491	39832	1.90801365736092	0.140902055427432	FALSE	"(25,65]"
"346"	1178989	44000	2	58	0.333989325844532	48451	0.908133991042497	0.866176337003708	FALSE	"(25,65]"
"867"	341507	25000	2	61	0.493027181503471	54879	0.455547659396126	0.729254839243367	TRUE	"(25,65]"
"632"	825790	42300	1	39	-0.673250426662078	44819	0.943796157879471	0.456173551501706	FALSE	"(25,65]"
"48"	1016594	14400	1	69	0.917128129927307	39832	0.361518377184174	0.0981012887787074	TRUE	"(65,Inf]"
"837"	805224	56000	1	33	-0.991326137979955	52758	1.06145039614845	0.090894459746778	FALSE	"(25,65]"
"1"	1063014	82000	2	43	-0.46119995245016	52371	1.56575203834183	0.935059992130846	FALSE	"(25,65]"
