"","state.of.res","ID Customer","sex","Working","marital.stat","ins.health","Home Status","recent.move"
"969","Washington",268667,"M",NA,"Never Married",TRUE,NA,NA
"854","South Carolina",423279,"M",TRUE,"Never Married",TRUE,"Rented",TRUE
"753","Ohio",1245887,"F",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"57","California",1175925,"M",NA,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"628","New York",546208,"M",NA,"Divorced/Separated",TRUE,NA,NA
"418","Massachusetts",1278909,"M",NA,"Married",TRUE,"Homeowner free and clear",FALSE
"555","New Jersey",84636,"M",TRUE,"Married",FALSE,"Rented",FALSE
"295","Illinois",316205,"F",FALSE,"Married",TRUE,"Rented",FALSE
"655","New York",179481,"F",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"799","Pennsylvania",96964,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"705","North Carolina",613391,"M",TRUE,"Married",TRUE,"Rented",TRUE
"410","Massachusetts",583934,"F",NA,"Widowed",TRUE,"Homeowner free and clear",FALSE
"776","Oklahoma",310588,"M",TRUE,"Never Married",TRUE,"Rented",FALSE
"677","New York",1212823,"F",TRUE,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE
"862","South Carolina",635574,"M",TRUE,"Never Married",TRUE,"Rented",FALSE
"221","Georgia",397230,"F",TRUE,"Married",TRUE,"Rented",FALSE
"635","New York",5641,"M",TRUE,"Never Married",FALSE,"Occupied with no rent",FALSE
"758","Ohio",1172770,"M",NA,"Married",TRUE,"Homeowner free and clear",FALSE
"815","Pennsylvania",1264848,"M",TRUE,"Never Married",TRUE,"Rented",FALSE
"293","Illinois",589826,"F",TRUE,"Never Married",TRUE,"Rented",FALSE
"713","Ohio",388567,"F",NA,"Divorced/Separated",TRUE,"Rented",FALSE
"313","Indiana",1267710,"M",TRUE,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE
"206","Florida",432526,"F",NA,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"352","Kentucky",932143,"F",TRUE,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE
"324","Indiana",723040,"M",TRUE,"Married",TRUE,"Homeowner free and clear",FALSE
"942","Virginia",1328084,"F",FALSE,"Married",TRUE,"Rented",FALSE
"62","California",756667,"F",TRUE,"Married",TRUE,"Rented",TRUE
"717","Ohio",520030,"M",TRUE,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE
"157","Colorado",648220,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"159","Colorado",841342,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"755","Ohio",364328,"M",TRUE,"Married",TRUE,"Rented",FALSE
"807","Pennsylvania",361946,"M",TRUE,"Married",TRUE,"Homeowner free and clear",FALSE
"444","Michigan",36825,"M",TRUE,"Married",FALSE,"Rented",FALSE
"311","Indiana",124968,"F",TRUE,"Never Married",TRUE,"Homeowner free and clear",FALSE
"359","Louisiana",33828,"F",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"797","Pennsylvania",638458,"F",NA,"Never Married",FALSE,"Rented",FALSE
"67","California",196613,"F",TRUE,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE
"496","Mississippi",1090019,"M",TRUE,"Married",FALSE,"Rented",FALSE
"610","New York",763255,"M",TRUE,"Never Married",TRUE,"Rented",TRUE
"740","Ohio",786358,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"103","California",146457,"M",TRUE,"Never Married",TRUE,"Rented",FALSE
"121","California",620116,"F",TRUE,"Married",TRUE,"Rented",TRUE
"1000","Wyoming",1117486,"M",TRUE,"Married",TRUE,"Homeowner free and clear",FALSE
"181","Connecticut",896869,"F",FALSE,"Divorced/Separated",FALSE,"Rented",FALSE
"551","New Jersey",928569,"F",TRUE,"Married",TRUE,"Rented",TRUE
"161","Colorado",1274592,"M",TRUE,"Widowed",TRUE,"Homeowner free and clear",FALSE
"312","Indiana",980412,"F",NA,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"524","Missouri",551584,"M",TRUE,"Married",TRUE,"Homeowner free and clear",TRUE
"883","Tennessee",1143785,"F",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"187","Florida",904144,"F",NA,"Widowed",TRUE,"Homeowner free and clear",FALSE
"868","South Dakota",52436,"F",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"239","Georgia",592496,"M",TRUE,"Divorced/Separated",TRUE,"Rented",FALSE
"433","Michigan",394696,"F",NA,"Married",TRUE,"Rented",FALSE
"290","Illinois",1366883,"F",TRUE,"Married",TRUE,"Rented",FALSE
"819","Pennsylvania",925421,"M",TRUE,"Married",FALSE,"Homeowner with mortgage/loan",FALSE
"513","Missouri",693571,"F",NA,"Married",FALSE,"Homeowner with mortgage/loan",FALSE
"614","New York",382614,"M",NA,"Never Married",TRUE,NA,NA
"938","Utah",795198,"F",FALSE,"Married",TRUE,"Rented",FALSE
"864","South Carolina",1307013,"F",NA,"Widowed",FALSE,"Rented",FALSE
"146","California",1393715,"F",FALSE,"Never Married",TRUE,"Rented",FALSE
"989","Wisconsin",1392011,"F",TRUE,"Married",TRUE,"Homeowner free and clear",FALSE
"386","Maryland",174248,"M",NA,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"975","West Virginia",953043,"F",TRUE,"Never Married",TRUE,"Rented",TRUE
"279","Illinois",1284555,"F",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"936","Utah",642727,"F",TRUE,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE
"75","California",955457,"M",TRUE,"Married",TRUE,"Homeowner free and clear",FALSE
"561","New Jersey",898396,"M",TRUE,"Married",TRUE,"Homeowner free and clear",FALSE
"204","Florida",511732,"F",NA,"Never Married",FALSE,NA,NA
"905","Texas",1076007,"M",TRUE,"Never Married",TRUE,"Rented",FALSE
"277","Illinois",726057,"F",TRUE,"Married",TRUE,"Rented",TRUE
"401","Massachusetts",816872,"M",NA,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"587","New Mexico",72741,"F",NA,"Widowed",TRUE,"Homeowner free and clear",FALSE
"294","Illinois",1303929,"F",FALSE,"Never Married",TRUE,"Rented",FALSE
"31","Arkansas",253015,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"71","California",419751,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"338","Kansas",964297,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"709","North Carolina",403690,"M",FALSE,"Divorced/Separated",FALSE,"Homeowner with mortgage/loan",FALSE
"212","Florida",934426,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"376","Maine",542384,"F",NA,"Married",FALSE,"Rented",FALSE
"448","Michigan",960591,"M",TRUE,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE
"766","Ohio",376508,"F",NA,"Married",FALSE,"Rented",FALSE
"472","Minnesota",458094,"F",NA,"Divorced/Separated",TRUE,"Rented",FALSE
"365","Louisiana",1258309,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"943","Virginia",1335632,"M",TRUE,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE
"268","Illinois",830758,"F",TRUE,"Never Married",FALSE,"Rented",TRUE
"485","Minnesota",612779,"F",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"1","Alabama",1063014,"F",TRUE,"Married",TRUE,"Rented",FALSE
"691","North Carolina",460925,"F",NA,"Married",TRUE,"Homeowner free and clear",FALSE
"515","Missouri",489718,"M",NA,"Never Married",TRUE,"Rented",TRUE
"503","Mississippi",822729,"M",NA,"Married",TRUE,"Homeowner free and clear",FALSE
"912","Texas",133268,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"600","New York",331868,"F",NA,"Widowed",TRUE,"Homeowner free and clear",FALSE
"494","Mississippi",85398,"F",TRUE,"Never Married",FALSE,"Homeowner with mortgage/loan",FALSE
"305","Indiana",559955,"M",NA,"Never Married",FALSE,NA,NA
"657","New York",1375846,"F",TRUE,"Divorced/Separated",TRUE,"Rented",FALSE
"403","Massachusetts",1176266,"F",TRUE,"Never Married",FALSE,"Rented",TRUE
"101","California",1285807,"F",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"605","New York",761350,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"248","Illinois",2068,"F",NA,"Married",TRUE,"Homeowner free and clear",FALSE
"127","California",628305,"M",NA,"Married",TRUE,NA,NA
"727","Ohio",1037857,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"663","New York",298205,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"949","Virginia",415060,"F",FALSE,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE
"514","Missouri",667156,"F",TRUE,"Married",TRUE,"Rented",TRUE
"947","Virginia",873626,"F",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"651","New York",596523,"F",TRUE,"Divorced/Separated",TRUE,"Rented",TRUE
"60","California",383455,"M",TRUE,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE
"604","New York",499807,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"725","Ohio",159573,"F",NA,"Widowed",TRUE,"Homeowner free and clear",FALSE
"11","Alabama",1036358,"F",TRUE,"Divorced/Separated",TRUE,"Rented",TRUE
"842","Pennsylvania",84879,"F",TRUE,"Married",TRUE,"Homeowner free and clear",FALSE
"576","New Jersey",1393413,"M",TRUE,"Never Married",TRUE,"Occupied with no rent",FALSE
"500","Mississippi",931141,"M",TRUE,"Divorced/Separated",FALSE,"Rented",TRUE
"308","Indiana",283521,"F",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"696","North Carolina",504889,"M",FALSE,"Married",FALSE,"Homeowner with mortgage/loan",FALSE
"104","California",158530,"M",NA,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"416","Massachusetts",1127889,"F",TRUE,"Divorced/Separated",TRUE,"Rented",FALSE
"407","Massachusetts",988264,"M",FALSE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"498","Mississippi",728498,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"267","Illinois",42374,"M",NA,"Never Married",TRUE,"Homeowner free and clear",FALSE
"369","Louisiana",846713,"M",NA,"Never Married",TRUE,NA,NA
"589","New Mexico",153419,"M",NA,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"768","Ohio",1339166,"F",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"733","Ohio",756892,"M",NA,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"54","California",218283,"F",NA,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"478","Minnesota",178887,"F",NA,"Married",FALSE,"Rented",FALSE
"113","California",999444,"M",TRUE,"Married",TRUE,"Rented",FALSE
"945","Virginia",468344,"F",TRUE,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE
"722","Ohio",209604,"M",TRUE,"Married",TRUE,"Homeowner free and clear",FALSE
"417","Massachusetts",1159904,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"890","Texas",1003135,"M",NA,"Married",TRUE,NA,NA
"636","New York",829195,"M",FALSE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"958","Virginia",1369460,"M",FALSE,"Never Married",FALSE,"Homeowner free and clear",FALSE
"48","California",1016594,"M",NA,"Married",TRUE,"Rented",FALSE
"325","Indiana",1110962,"M",FALSE,"Divorced/Separated",FALSE,"Rented",FALSE
"841","Pennsylvania",604839,"M",TRUE,"Never Married",TRUE,"Rented",FALSE
"19","Arizona",492072,"F",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"214","Florida",111870,"M",TRUE,"Married",FALSE,"Homeowner with mortgage/loan",FALSE
"557","New Jersey",968478,"F",TRUE,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE
"475","Minnesota",1160167,"M",NA,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"358","Louisiana",523769,"F",TRUE,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE
"545","New Hampshire",868481,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"563","New Jersey",250108,"F",TRUE,"Divorced/Separated",TRUE,"Rented",FALSE
"521","Missouri",499492,"M",NA,"Never Married",TRUE,"Homeowner free and clear",FALSE
"606","New York",149480,"F",NA,"Married",FALSE,"Homeowner free and clear",FALSE
"831","Pennsylvania",646808,"M",TRUE,"Married",TRUE,"Rented",FALSE
"95","California",871562,"M",TRUE,"Never Married",FALSE,"Rented",TRUE
"510","Missouri",184170,"M",NA,"Married",TRUE,"Homeowner free and clear",FALSE
"299","Illinois",1110560,"M",TRUE,"Never Married",FALSE,"Homeowner with mortgage/loan",FALSE
"632","New York",825790,"F",TRUE,"Married",TRUE,"Homeowner free and clear",TRUE
"866","South Carolina",818228,"M",NA,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE
"182","Delaware",450776,"F",TRUE,"Divorced/Separated",FALSE,"Rented",FALSE
"616","New York",1236386,"F",NA,"Widowed",TRUE,"Homeowner free and clear",FALSE
"138","California",348319,"F",NA,"Married",TRUE,"Rented",FALSE
"617","New York",217315,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"356","Louisiana",863276,"F",FALSE,"Married",TRUE,"Rented",FALSE
"89","California",1169067,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"597","New York",175572,"F",FALSE,"Married",FALSE,"Rented",TRUE
"621","New York",1412161,"M",TRUE,"Married",TRUE,"Rented",TRUE
"781","Oregon",269836,"F",NA,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE
"454","Michigan",314099,"F",NA,"Widowed",FALSE,"Rented",TRUE
"144","California",1022619,"M",NA,"Divorced/Separated",TRUE,"Rented",FALSE
"348","Kentucky",512594,"F",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"873","Tennessee",1407895,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"55","California",569414,"F",TRUE,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE
"931","Texas",684640,"M",TRUE,"Divorced/Separated",TRUE,"Rented",FALSE
"560","New Jersey",104506,"M",NA,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"638","New York",506042,"M",TRUE,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE
"46","California",665669,"F",TRUE,"Never Married",TRUE,"Rented",FALSE
"579","New Jersey",733279,"M",TRUE,"Married",FALSE,"Rented",FALSE
"974","Washington",702348,"F",NA,"Married",TRUE,"Rented",TRUE
"389","Maryland",332292,"M",TRUE,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE
"631","New York",499637,"F",NA,"Never Married",TRUE,NA,NA
"414","Massachusetts",50220,"M",NA,"Divorced/Separated",TRUE,"Rented",FALSE
"332","Iowa",1083939,"M",NA,"Married",TRUE,"Homeowner free and clear",FALSE
"394","Maryland",971768,"M",TRUE,"Never Married",FALSE,NA,NA
"761","Ohio",1238518,"M",NA,"Married",TRUE,"Homeowner free and clear",FALSE
"946","Virginia",1388751,"F",FALSE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
"223","Georgia",258948,"F",NA,"Widowed",TRUE,"Rented",FALSE
"41","California",1199409,"M",TRUE,"Never Married",FALSE,"Rented",FALSE
"96","California",575660,"F",TRUE,"Never Married",FALSE,"Rented",TRUE
"903","Texas",40449,"M",NA,"Married",TRUE,"Homeowner free and clear",FALSE
"17","Arizona",68013,"M",NA,"Divorced/Separated",FALSE,NA,NA
"918","Texas",183889,"M",TRUE,"Married",TRUE,"Homeowner with mortgage/loan",FALSE
